rank,club,rating,link,class,season,gender,websource
31,LI Liberty 2024 Black,94.05,,2024,2023,girls,insidelacrosse
32,M&D 2024 Red,94.04,,2024,2023,girls,insidelacrosse
33,Lake Effect Storm 2024 Elite,93.94,,2024,2023,girls,insidelacrosse
34,Lax Maniax 2024 Black,93.88,,2024,2023,girls,insidelacrosse
35,Laxachusetts 2024 Black,93.83,,2024,2023,girls,insidelacrosse
36,3D Colorado 2024 AA,93.77,,2024,2023,girls,insidelacrosse
37,Eagle Stix 2024 Blue,93.7,,2024,2023,girls,insidelacrosse
38,NXT 2024 Black,93.6,,2024,2023,girls,insidelacrosse
39,Tenacity 2024,93.59,,2024,2023,girls,insidelacrosse
40,Phantastix 2024 Purple,93.59,,2024,2023,girls,insidelacrosse
41,BBL Elite 2024 Black,93.58,,2024,2023,girls,insidelacrosse
42,CLC 2024 Pride,93.26,,2024,2023,girls,insidelacrosse
43,Lacrosse Monkey 2024,93.18,,2024,2023,girls,insidelacrosse
44,Capital 2024 Orange,93.11,,2024,2023,girls,insidelacrosse
45,Snipers Elite 2024,93.08,,2024,2023,girls,insidelacrosse
46,REV 2024 Black,92.92,,2024,2023,girls,insidelacrosse
47,Renegades 2024,92.91,,2024,2023,girls,insidelacrosse
48,Team ONE Wildcat 2024,92.86,,2024,2023,girls,insidelacrosse
49,NH Tomahawks 2024 Purple,92.76,,2024,2023,girls,insidelacrosse
50,Predators 2024,92.71,,2024,2023,girls,insidelacrosse
51,Charlotte Style 2024,92.69,,2024,2023,girls,insidelacrosse
52,Yellow Jackets South 2024,92.63,,2024,2023,girls,insidelacrosse
53,Check-Hers 2024 Black,92.58,,2024,2023,girls,insidelacrosse
54,TLC 2024 Red,92.51,,2024,2023,girls,insidelacrosse
55,Southern Zone 2024,92.33,,2024,2023,girls,insidelacrosse
56,M&D Orlando 2024 Black,91.81,,2024,2023,girls,insidelacrosse
57,Ultimate Elite 2024,91.7,,2024,2023,girls,insidelacrosse
58,Monster Elite 2024 White,91.65,,2024,2023,girls,insidelacrosse
59,Hero's 2024 White,91.63,,2024,2023,girls,insidelacrosse
60,Hill Academy 2024,91.45,,2024,2023,girls,insidelacrosse
61,UPROAR 2024 ELITE,91.39,,2024,2023,girls,insidelacrosse
62,C2 Select 2024 Black,91.33,,2024,2023,girls,insidelacrosse
63,Dynasty Elite 2024 Zulu,91.33,,2024,2023,girls,insidelacrosse
64,Triple Threat Elite Central 2024,91.28,,2024,2023,girls,insidelacrosse
65,LI Yellow Jackets 2024 Gold,91.23,,2024,2023,girls,insidelacrosse
66,Team 91 Carolina 2024 (Blue),91.1,,2024,2023,girls,insidelacrosse
67,Ultimate CC 2024 Blue,91.0,,2024,2023,girls,insidelacrosse
68,Pride 2024 Black,90.96,,2024,2023,girls,insidelacrosse
69,Sky Walkers 2024 White,90.96,,2024,2023,girls,insidelacrosse
70,Lakeshore 2024,90.88,,2024,2023,girls,insidelacrosse
71,Ultimate PA 2024 Blue,90.81,,2024,2023,girls,insidelacrosse
72,Impact 2024,90.78,,2024,2023,girls,insidelacrosse
73,Sound Lacrosse 2024,90.7,,2024,2023,girls,insidelacrosse
74,Philly Blast 2024,90.58,,2024,2023,girls,insidelacrosse
75,LI Jesters 2024 Black,90.58,,2024,2023,girls,insidelacrosse
76,Pipeline Platinum Red 2024,90.39,,2024,2023,girls,insidelacrosse
77,Mid Penn Blaze 2024,90.32,,2024,2023,girls,insidelacrosse
78,ADK Peak 2024,90.31,,2024,2023,girls,insidelacrosse
79,VA Metro 2024 Navy,90.28,,2024,2023,girls,insidelacrosse
80,Gold Coast 2024 Gold,90.27,,2024,2023,girls,insidelacrosse
81,Team 91 Long Island 2024 Orange,90.24,,2024,2023,girls,insidelacrosse
82,Arc Lacrosse 2024,90.04,,2024,2023,girls,insidelacrosse
83,TNLAX 2024/2025 Select,90.0,,2024,2023,girls,insidelacrosse
84,STEPS Elite NJ 2024 White,89.97,,2024,2023,girls,insidelacrosse
85,Bay State Bullets 2024 Silver,89.87,,2024,2023,girls,insidelacrosse
86,LI Yellow Jackets 2024 O'Sullivan,89.87,,2024,2023,girls,insidelacrosse
87,Bluegrass Premier 2024,89.78,,2024,2023,girls,insidelacrosse
88,Coppermine 2024 Black,89.78,,2024,2023,girls,insidelacrosse
89,LI Empire 2024 Bengals,89.73,,2024,2023,girls,insidelacrosse
90,FLG All LI 2024 (Hungtington),89.72,,2024,2023,girls,insidelacrosse
91,Reign 2024,89.71,,2024,2023,girls,insidelacrosse
92,Ultimate NJ 2024 Blue,89.62,,2024,2023,girls,insidelacrosse
93,Atlanta Storm 2024 Blue,89.57,,2024,2023,girls,insidelacrosse
94,York Invaders 2024,89.57,,2024,2023,girls,insidelacrosse
95,True National 2024,89.55,,2024,2023,girls,insidelacrosse
96,PA Express 2024 Orange,89.54,,2024,2023,girls,insidelacrosse
97,Coast 2024 Elite,89.54,,2024,2023,girls,insidelacrosse
98,Xtreme 2024,89.53,,2024,2023,girls,insidelacrosse
99,ADK 2024,89.51,,2024,2023,girls,insidelacrosse
100,TLC 2024 Gold,89.48,,2024,2023,girls,insidelacrosse
101,No Excuse 2024,89.48,,2024,2023,girls,insidelacrosse
102,Team 91 Long Island 2024 Pride,89.46,,2024,2023,girls,insidelacrosse
103,Belles 2024,89.4,,2024,2023,girls,insidelacrosse
104,Pittsburgh Premier 2024 Blue,89.31,,2024,2023,girls,insidelacrosse
105,HGR 2024,89.28,,2024,2023,girls,insidelacrosse
106,DEWLAX 2024 BLUE,89.22,,2024,2023,girls,insidelacrosse
107,C2 Select 2024,89.22,,2024,2023,girls,insidelacrosse
108,LA Select Black 2024,89.22,,2024,2023,girls,insidelacrosse
109,Nor'easter 2024 Power,89.16,,2024,2023,girls,insidelacrosse
110,All Lax 2024,89.11,,2024,2023,girls,insidelacrosse
111,Boston LC 2024,89.11,,2024,2023,girls,insidelacrosse
112,Atlanta Storm 2024,89.1,,2024,2023,girls,insidelacrosse
113,Big Fish 2024/2025,89.08,,2024,2023,girls,insidelacrosse
114,GRIT Austin 2024,89.03,,2024,2023,girls,insidelacrosse
115,Granite State Elite 2024,89.0,,2024,2023,girls,insidelacrosse
116,M&D 2024 White,88.91,,2024,2023,girls,insidelacrosse
117,Ultimate CLT 2024 Blue,88.88,,2024,2023,girls,insidelacrosse
118,FLG Blue Devils 2024,88.74,,2024,2023,girls,insidelacrosse
119,Major Force Black 2024,88.72,,2024,2023,girls,insidelacrosse
120,GRIT Dallas 2024,88.69,,2024,2023,girls,insidelacrosse
121,214Lax Dallas 2024,88.64,,2024,2023,girls,insidelacrosse
122,SJ Shamrocks 2024,88.63,,2024,2023,girls,insidelacrosse
123,Relentless Hustle 2024,88.56,,2024,2023,girls,insidelacrosse
124,LI Top Guns 2024 Purple,88.4,,2024,2023,girls,insidelacrosse
125,NXT 2024 Volt,88.36,,2024,2023,girls,insidelacrosse
126,Crossroads 2024,88.34,,2024,2023,girls,insidelacrosse
127,Yellow Jackets North 2024 Mager,88.29,,2024,2023,girls,insidelacrosse
128,True Illinois 2024 State,88.28,,2024,2023,girls,insidelacrosse
129,Eagle Stix 2024 Grey,88.27,,2024,2023,girls,insidelacrosse
130,Lucky Lax 2024,88.22,,2024,2023,girls,insidelacrosse
131,Common Goal 2024,88.21,,2024,2023,girls,insidelacrosse
132,5280 Lacrosse 2024,88.12,,2024,2023,girls,insidelacrosse
133,Orange Crush 2024,88.01,,2024,2023,girls,insidelacrosse
134,Metro 2024 Blue,87.93,,2024,2023,girls,insidelacrosse
135,Mad Dog NJ North 2024 Black,87.91,,2024,2023,girls,insidelacrosse
136,Triumph 2024 National Premier,87.91,,2024,2023,girls,insidelacrosse
137,Lax On Elite 2024,87.9,,2024,2023,girls,insidelacrosse
138,Ultimate NC 2024 Blue,87.84,,2024,2023,girls,insidelacrosse
139,Salt City Snipers 2024 Green,87.78,,2024,2023,girls,insidelacrosse
140,CCLAX 2024,87.76,,2024,2023,girls,insidelacrosse
141,AFA 2024,87.76,,2024,2023,girls,insidelacrosse
142,Mass Elite 2024 White,87.68,,2024,2023,girls,insidelacrosse
143,3D New England 2024,87.62,,2024,2023,girls,insidelacrosse
144,MC Elite 2024 Midnight,87.27,,2024,2023,girls,insidelacrosse
145,GSE 2024,87.27,,2024,2023,girls,insidelacrosse
146,Minnesota Elite 2024,87.02,,2024,2023,girls,insidelacrosse
147,Grit Houston 2024,86.97,,2024,2023,girls,insidelacrosse
148,Monster 2024 Blue,86.85,,2024,2023,girls,insidelacrosse
149,M&D Shore 2024 Black,86.78,,2024,2023,girls,insidelacrosse
150,CLC 2024 Bold,86.55,,2024,2023,girls,insidelacrosse
151,FCA Upstate 2024,86.55,,2024,2023,girls,insidelacrosse
152,Nor'easter 2024 Grit,86.51,,2024,2023,girls,insidelacrosse
153,Pride 2024 Loudon,86.46,,2024,2023,girls,insidelacrosse
